,Account_name,Degree,betweenness,closeness,Centrality
19,dalinhuang99,0.2960794941282746,0.2933842704774401,0.5461575692797597,1.1356213338854744
15,nfultz,0.1974706413730804,0.18683115212722254,0.5307557075980576,0.9150575010983604
26,addyosmani,0.11577235772357725,0.05821283670829755,0.4772016151632954,0.6511868095951703
57,Bunlong,0.09806684733514,0.0632118096733008,0.4848812606785504,0.6461599176869912
80,gabrielpconceicao,0.08267389340560073,0.04326516925051278,0.4670298536946953,0.5929689163508087
35,rfthusn,0.06959349593495935,0.030057026644864145,0.4521046458097343,0.5517551683895578
250,ronenhamias,0.04928635953026197,0.029164428891492632,0.4564441214373541,0.5348949098591087
282,SuriyaaKudoIsc,0.05022583559168925,0.022265290992330874,0.4612139072652446,0.5337050338492648
32,JonnyBanana,0.043504968383017165,0.020854278400576395,0.462944976034659,0.5273042228182525
30,getify,0.0629810298102981,0.023183115205323856,0.4289687478997094,0.5151328929153314
89,mdo,0.05315266485998193,0.018863968690147028,0.441802758602499,0.513819392152628
87,jeresig,0.05177958446251129,0.01377116407641351,0.4439609068295676,0.5095116553684924
131,nelsonic,0.05817524841915085,0.026190070134216373,0.4157803361081772,0.5001456546615444
101,sdras,0.043468834688346884,0.01679186118288487,0.43513007299238493,0.4953907688636168
292,ajsb85,0.03121951219512195,0.011536506892836366,0.4501013149147087,0.4928573340026671
303,mcanthony,0.03121951219512195,0.01190760370393349,0.4484429584769681,0.4915700743760235
151,sibelius,0.03447154471544715,0.012017263045242348,0.44107629493493744,0.4875651026956269
86,kauegimenes,0.035338753387533874,0.009041637092130005,0.4428011269107712,0.4871815173904351
45,mbostock,0.041770551038843716,0.011733438081508202,0.4329617186624327,0.4864657077827846
103,pengliheng,0.04007226738934056,0.01744071026819521,0.4286359973118074,0.4861489749693432
192,isaacs,0.044408310749774166,0.00948237759355705,0.42472205489031056,0.4786127432336418
493,kentcdodds,0.044805781391147236,0.012828368517561894,0.4164446320706079,0.474078781979317
267,kamranahmedse,0.025835591689250224,0.008566192143191773,0.4320274442507581,0.4664292280832001
203,sorrycc,0.026016260162601626,0.005275257645149831,0.4259530573927676,0.4572445752005191
814,charlenopires,0.017271906052393857,0.004364423462087132,0.4354112223579621,0.45704755187244295
1351,spf13,0.02467931345980126,0.005777408881869441,0.4236280146385232,0.4540847369801938
324,RubyLouvre,0.03309846431797652,0.004987781087694191,0.4157490537306561,0.4538352991363268
150,sophiebits,0.03244805781391147,0.006363531434242984,0.4146633515642276,0.4534749408123821
1010,nikitavoloboev,0.014995483288166212,0.003073285655353618,0.4353151792957898,0.4533839482393096
2720,matiasinsaurralde,0.015609756097560976,0.004225203431529539,0.4335051795701585,0.453340139099249
677,ahmetabdi,0.024534778681120143,0.011389189921819694,0.4172055314496932,0.45312950005263297
695,bevacqua,0.0215356820234869,0.003604390670229755,0.4272308506993116,0.4523709233930282
1157,macressler,0.014164408310749771,0.004231201719469698,0.4318721237158965,0.450267733746116
766,TheLarkInn,0.023739837398373983,0.0044242749154964406,0.42107137153627905,0.44923548385014944
390,daimajia,0.03028003613369467,0.0045275459595476115,0.41395509880625203,0.4487626808994942
1678,monkinco,0.01076784101174345,0.0018413580281193527,0.43512322022653793,0.4477324192664008
339,jaredpalmer,0.0182836495031617,0.0036583809266861533,0.425441457219126,0.44738348764897373
36,indrajithbandara,0.017199638663053296,0.002588086020272464,0.4262224691039366,0.4460101937872623
832,appleboy,0.01116531165311653,0.0026414609843563373,0.4312923481482412,0.4450991207857141
1672,chentsulin,0.00990063233965673,0.0017239071963409704,0.43292779759514377,0.4445523371311415
204,Bharathkumarraju,0.01098464317976513,0.0032649513361198124,0.4294488173763442,0.4436984118922291
678,digideskio,0.012899728997289972,0.003326786108436425,0.42712517569063596,0.4433516907963624
21,podviaznikov,0.011743450767841009,0.0019891818944436862,0.4294020968050057,0.4431347294672904
465,creationix,0.018681120144534782,0.00233474882927093,0.4216497133156989,0.4426655822895045
7,fengmk2,0.024281842818428184,0.0028601635026320464,0.4154115037546907,0.4425535100757509
156,igrigorik,0.025763324299909664,0.004693951848856293,0.4116545601669396,0.4421118363157056
96,kenwheeler,0.018753387533875336,0.004017886955926244,0.41907232196339217,0.44184359645319377
971,JamesLinus,0.011490514905149051,0.003095076150525834,0.4267161783332996,0.4413017693889744
527,simongfxu,0.010442637759710929,0.0012154712706858295,0.4292286522196163,0.4408867612500131
773,dann95,0.011020776874435409,0.0025994233935532148,0.4271714020736944,0.44079160234168296
2016,danieldsf,0.008419150858175248,0.0018956885751469075,0.4297159872266468,0.44003082665996895
442,mxcl,0.018211382113821138,0.003455214535864791,0.4175964921665681,0.4392630888162541
130,shayan-taheri,0.025004516711833784,0.006646937768320549,0.4073214181528281,0.4389728726329824
1571,bcherny,0.00993676603432701,0.0015357931923769446,0.4268150574625689,0.43828761668927296
6,dead-horse,0.01748870822041554,0.001520956690320011,0.4189579376578841,0.4379676025686196
915,silky,0.011201445347786809,0.0024679481201733155,0.4233813343149419,0.4370507277829021
1285,krishaamer,0.009467028003613369,0.0022755233484890052,0.4240896884790938,0.4358322398311962
291,hfpp2012,0.009864498644986449,0.0020597351863601717,0.4238619770913795,0.4357862109227261
198,maccman,0.014670280036133694,0.0019448705773336028,0.4186468742760846,0.4352620248895519
739,netspencer,0.009105691056910569,0.001724019775977071,0.42435674747687663,0.43518645830976427
466,indexzero,0.011273712737127371,0.0013993407919747985,0.4222360986433023,0.4349091521724045
155,XadillaX,0.014417344173441734,0.002089543471650243,0.4180893879717402,0.4345962756168322
980,simsketch,0.007949412827461606,0.0015799096632202025,0.42442845468646,0.4339577771771418
65,mafintosh,0.022547425474254743,0.003293885387337573,0.4078565604015896,0.4336978712631819
727,petk,0.011924119241192412,0.002281417275319953,0.4191549717022344,0.4333605082187467
1463,peter279k,0.011237579042457093,0.004441049517203713,0.4175775578436407,0.43325618640330144
3861,josemalcher,0.008635953026196928,0.0019379955506382094,0.4225589831723557,0.4331329317491909
2348,rhiokim,0.0074796747967479675,0.001090026738029932,0.42382296540457853,0.4323926669393565
266,mxstbr,0.02186088527551942,0.003693539242744729,0.4062672829962281,0.4318217075144922
1487,mcollina,0.017524841915085815,0.0037871523560967244,0.4102974370680361,0.4316094313392186
83,ParinVachhani,0.007768744354110207,0.0012661293437656574,0.4225266724992274,0.4315615461971033
2675,dshaw,0.008346883468834687,0.0007873574422609135,0.4220941857207706,0.4312284266318662
437,phodal,0.03179765130984643,0.005340840241984412,0.3940641409542379,0.4312026325060688
698,ahmadawais,0.008852755194218609,0.001823604295189225,0.4204626183549859,0.43113897784439376
25,remy,0.023775971093044263,0.0037665597592392904,0.4035259623292948,0.4310684931815783
1329,sonnylazuardi,0.01008130081300813,0.0025942653888277388,0.4180008338334667,0.43067640003530255
774,jprichardson,0.00838301716350497,0.0007563229613134589,0.4212832458826904,0.4304225860075088
2846,rayyee,0.006540198735320686,0.0010014656135478577,0.4224620659743805,0.43000373032324896
609,hnq90,0.0039385727190605225,0.0006090096331871893,0.425441457219126,0.42998903957137374
195,cheeaun,0.006359530261969286,0.0010700285959214617,0.42237810702344303,0.4298076658813338
1263,hemanth,0.010840108401084009,0.0012503773880013606,0.4177038191053667,0.4297943048944521
699,terkelg,0.008635953026196928,0.001239925395356743,0.4189769973723839,0.4288528757939376
635,soffes,0.013297199638663052,0.0026180513844734138,0.41285405568758377,0.4287693067107202
1009,mamadoo,0.005167118337850046,0.0005178464809107392,0.4222748187306009,0.4279597835493617
128,LendisFabri,0.007804878048780488,0.0011990976750578901,0.4186976285798097,0.4277016043036481
1699,jaydson,0.01094850948509485,0.0013034636144546483,0.4154052579982933,0.4276572310978428
110,cowboy,0.013839205058717255,0.0013544078564382007,0.4123118805361063,0.42750549345126176
784,avinashdvv,0.010334236675700091,0.0019978431318483088,0.4148252224299514,0.4271573022374998
503,mikeal,0.020451671183378498,0.002492422192876893,0.40419894835380704,0.4271430417300625
422,ibmcuijunluke,0.005239385727190605,0.000960321261829908,0.4205650219152824,0.42676472890430295
300,aligoren,0.007877145438121047,0.0014436126955195028,0.4174198385666186,0.4267405967002591
280,plrthink,0.005492321589882565,0.0004348037704702703,0.4202068274965321,0.4261339528568849
373,DIYgod,0.017741644083107497,0.0036496949019210736,0.4045244379901096,0.42591577697513816
993,brenopolanski,0.005239385727190605,0.000686080386522721,0.4197089294190172,0.4256343955327305
119,afc163,0.019186991869918697,0.001973814986505244,0.4043823417060547,0.42554314856247866
2401,ahmdrefat,0.004227642276422764,0.00025114063104169195,0.4210521207992271,0.4255309037066916
1649,imbhargav5,0.006504065040650407,0.0005301780515071204,0.4184376427740005,0.425471885866158
639,jonathanong,0.008888888888888889,0.0005927739431410445,0.4159556044551508,0.4254372672871807
4251,timoxley,0.007588075880758806,0.0008544959921799613,0.4163504990163424,0.4247930708892812
2037,contra,0.011237579042457093,0.00127620058915436,0.4118939013495405,0.424407680981152
3917,anweshknayak,0.004408310749774164,0.0006004121969122003,0.4193712867661043,0.42438000971279066
